0,0
0,1
0,2
1,3
2,4
0,5
3,6
3,7
1,8
2,9
4,10
3,11
4,12
4,13
5,14
5,15
5,16
3,17
4,18
6,19
7,20
3,21
4,22
7,23
4,24
7,25
5,26
5,27
3,28
3,29
8,30
8,31
8,32
7,33
7,34
7,35
7,36
9,37
9,38
9,39
7,40
9,41
6,42
9,43
6,44
8,45
8,46
8,47
8,48
10,49
11,50
11,51
12,52
12,53
13,54
11,55
11,56
14,57
15,58
9,59
15,60
14,61
9,62
14,63
16,64
16,65
12,66
12,67
12,68
12,69
15,70
11,71
13,72
15,73
15,74
12,75
10,76
13,77
11,78
17,79
17,80
18,81
17,82
6,83
6,84
6,85
6,86
6,87
6,88
6,89
6,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
19,119
19,120
19,121
19,122
19,123
19,124
19,125
19,126
20,127
20,128
20,129
20,130
20,131
19,132
19,133
19,134
19,135
19,136
19,137
0,138
0,139
1,140
1,141
0,142
0,143
0,144
1,145
1,146
1,147
2,148
3,149
3,150
3,151
3,152
5,153
3,154
5,155
5,156
5,157
5,158
8,159
5,160
1,161
1,162
1,163
5,164
1,165
7,166
7,167
5,168
5,169
1,170
5,171
7,172
7,173
2,174
5,175
3,176
3,177
3,178
3,179
8,180
3,181
8,182
8,183
8,184
14,185
14,186
7,187
7,188
7,189
7,190
13,191
13,192
13,193
11,194
13,195
9,196
7,197
9,198
11,199
8,200
8,201
11,202
8,203
14,204
10,205
11,206
11,207
11,208
14,209
10,210
21,211
10,212
13,213
11,214
16,215
16,216
16,217
16,218
16,219
13,220
13,221
14,222
11,223
11,224
15,225
21,226
12,227
12,228
12,229
12,230
12,231
12,232
22,233
22,234
22,235
15,236
15,237
18,238
18,238
18,239
18,239
21,240
21,241
21,242
21,243
17,244
17,245
22,246
18,247
18,247
21,248
21,249
21,250
17,251
17,252
17,253
17,254
0,255
0,256
0,257
0,258
0,259
0,260
0,261
0,262
0,263
0,264
0,265
0,266
0,267
0,268
0,269
0,270
0,271
0,272
0,273
0,274
0,275
0,276
0,277
0,278
0,279
0,280
0,281
0,282
0,283
0,284
0,285
0,286
0,287
0,288
0,289
0,290
0,291
0,292
0,293
0,294
0,295
0,296
0,297
0,298
19,299
19,300
19,301
19,302
19,303
19,304
19,305
19,306
20,307
20,308
20,309
20,310
20,311
20,312
20,313
20,314
23,315
24,316
24,317
24,318
5,319
5,320
25,321
24,322
25,323
25,324
24,325
24,326
8,327
5,328
24,329
8,330
26,331
26,332
26,333
26,334
27,335
26,336
25,337
25,338
25,339
25,340
25,341
8,342
8,343
8,344
8,345
27,346
27,347
27,348
27,349
28,350
28,351
28,352
28,353
28,354
29,355
29,356
29,357
26,358
29,359
30,360
29,361
26,362
29,363
12,364
12,365
31,366
31,367
25,368
31,369
21,370
27,371
27,372
27,373
27,374
28,375
27,376
28,377
30,378
12,379
12,380
12,381
12,382
12,383
29,384
21,385
21,386
21,387
21,388
17,389
17,390
21,391
21,392
17,393
17,394
17,395
17,396
23,397
23,398
23,399
23,400
23,401
23,402
23,403
23,404
23,405
23,406
23,407
23,408
23,409
23,410
23,411
23,412
23,413
23,414
23,415
23,416
24,417
23,418
23,419
23,420
23,421
23,422
23,423
23,424
23,425
23,426
32,427
32,428
32,429
23,430
24,431
23,432
23,433
23,434
24,435
5,436
5,437
5,438
24,439
8,440
8,441
8,442
33,443
33,444
33,445
33,446
25,447
5,448
5,449
25,450
25,451
5,452
24,453
24,454
24,455
33,456
33,457
8,458
33,459
8,460
33,461
8,462
26,463
26,464
26,465
25,466
25,467
25,468
25,469
34,470
8,471
34,472
26,473
27,474
27,475
28,476
26,477
29,478
27,479
27,480
27,481
27,482
28,483
29,484
28,485
28,486
29,487
29,488
28,489
29,490
28,491
28,492
29,493
31,494
31,495
31,496
21,497
27,498
27,499
30,500
30,501
30,502
12,503
29,504
21,505
21,506
21,507
21,508
30,509
12,510
12,511
30,512
12,513
28,514
12,515
12,516
21,517
21,518
21,519
21,520
17,521
17,522
21,523
21,524
17,525
17,526
17,527
17,528
17,529
17,530
23,531
23,532
23,533
23,534
23,535
23,536
23,537
23,538
23,539
23,540
23,541
23,542
23,543
23,544
23,545
23,546
