530,Dordt College Outdoor Invitational 2019,"Apr 6, 2019"
531,NCC Gregory Final Qualifier,"May 15, 2019"
532,North Dakota Indoor Tune-Up,"Feb 16, 2019"
533,Bison Open,"Feb 1, 2019"
534,CSB-SJU Indoor Invite,"Feb 9, 2019"
535,North Dakota Indoor Open,"Jan 25, 2019"
536,Cobber Open,"Jan 19, 2019"
537,Dakota Classic,"Dec 7, 2018"
538,NCC Gregory Final Qualifier,"May 16, 2018"
539,The Ron Masanz Classic,"Apr 28, 2018"
540,Cobber Twilight,"Apr 25, 2018"
541,NDSU Tune Up,"May 4, 2018"
542,Sioux City Relays,"Apr 12, 2018"
543,2018 Kip Janvrin Open,"Apr 26, 2018"
544,UND Tune-Up,"Feb 17, 2018"
545,UND Indoor Open,"Jan 26, 2018"
546,Bison Open,"Feb 2, 2018"
547,Cobber Open,"Jan 20, 2018"
548,Thundering Herd Classic,"Jan 13, 2018"
549,Dakota Classic,"Dec 8, 2017"
550,Al Cassell Relays,"Apr 29, 2017"
551,NCC Gregory Final Qualifier Combined Events -2017,"May 17, 2017"
552,Masanz Invitational,"May 6, 2017"
553,Cobber-Dragon Dual,"Apr 11, 2017"
554,CSB-SJU Outdoor Invitational,"Mar 25, 2017"
555,Lyle Hokanson Classic,"Apr 21, 2017"
556,NCC Gregory Final Qualifier - 2017,"May 17, 2017"
557,North Dakota Indoor Tune-Up,"Feb 18, 2017"
558,Bison Open,"Feb 3, 2017"
559,Cobber Double Duals,"Jan 28, 2017"
560,Beaver Twilight,"Feb 17, 2017"
561,Vance Butler Invitational,"Apr 3, 2016"
562,Lyle Hokanson Classic,"Apr 22, 2016"
563,Cobber Twilight,"Apr 26, 2016"
564,2016 PLNU Track & Field Invitational,"Mar 26, 2016"
565,UC Riverside Spring Break Invitational,"Mar 24, 2016"
566,NCC Gregory Final Qualifier Combined Events,"May 18, 2016"
567,Lee Krough Invitational,"Apr 16, 2016"
568,CSB-SJU Outdoor Invitational,"Apr 10, 2016"
569,Ron Masanz Classic,"May 7, 2016"
570,Al Cassell Relays,"Apr 30, 2016"
571,2016 Kip Janvrin Open,"Apr 28, 2016"
572,CSB-SJU Invitational,"Feb 20, 2016"
573,Cobber Open,"Feb 6, 2016"
574,Cobber Duals,"Jan 30, 2016"
575,Thundering Herd Classic,"Feb 13, 2016"
576,Al Cassell Relays,"Apr 25, 2015"
577,Cobber Twilight,"Apr 28, 2015"
578,CSB-SJU Quads,"Mar 28, 2015"
579,CSB-SJU Outdoor Invitational & Multis,"Apr 11, 2015"
580,Masanz Classic,"May 2, 2015"
581,Thundering Herd Classic,"Feb 6, 2015"
582,Cobber Duals,"Jan 31, 2015"
583,Saint John's Alumni/Triangular,"Feb 14, 2015"
584,CSB-SJU Invitational,"Feb 21, 2015"
585,Bison Classic,"Jan 17, 2015"
586,DSU Blue Hawk Games 2025,"Apr 19, 2025"
587,Rittgers Invitational,"Apr 7, 2023"
588,Marauders-Mystics Tune-up,"May 3, 2023"
589,Howard Wood Dakota Relays,"May 3, 2019"
590,Concordia-BSU Duel,"May 4, 2019"
591,Blue Hawk Games,"Apr 19, 2019"
592,College of St. Benedict Quadrangular,"Feb 14, 2015"
593,Gustie Twilight,"Apr 16, 2025"
594,Maverick Open #1,"Apr 30, 2025"
595,Drake Alternative,"Apr 26, 2025"
596,Norse Invite,"Apr 5, 2025"
597,Maverick Invitational,"Apr 18, 2025"
598,Maverick Open #2,"May 2, 2025"
599,Maverick Invitational,"Feb 21, 2025"
600,Maverick Premier #1,"Feb 14, 2025"
601,Chuck Petersen Open,"Dec 7, 2024"
602,Maverick Open #1,"May 1, 2024"
603,Norse Invite,"Apr 6, 2024"
604,Maverick Open #2,"May 3, 2024"
605,Gustie Twilight,"Apr 17, 2024"
606,2024 Warrior Invitational,"Mar 28, 2024"
607,Southern Miss Invitational,"Mar 29, 2024"
608,Black & Gold Showcase,"Jan 13, 2024"
609,Maverick Premier #1,"Feb 9, 2024"
610,Maverick Open #1,"May 3, 2023"
611,Gustie Twilight,"Apr 26, 2023"
612,Lee Krough Invitational,"Apr 23, 2023"
613,Gustavus/Colorado College Dual Meet,"Apr 3, 2023"
614,Jack Christiansen Invite,"Mar 31, 2023"
615,Maverick Open #2,"May 6, 2023"
616,Warrior Invitational,"Apr 6, 2023"
617,Maverick Invitational,"Feb 17, 2023"
618,Ice Breaker Open & Multi,"Dec 9, 2022"
619,47th Annual Frank Sevigne Husker Invitational,"Feb 3, 2023"
620,Gustie Twilight,"Apr 27, 2022"
621,Maverick Open,"May 4, 2022"
622,Norse Invite,"Apr 9, 2022"
623,Deb Schulz Open,"May 6, 2022"
624,Minnesota State Invitational,"Jan 14, 2022"
625,Chuck Petersen Open,"Dec 4, 2021"
626,Jack Johnson Classic,"Jan 28, 2022"
627,NSIC & Friends Outdoor Challenge,"May 1, 2021"
628,Lee Krough Invitational,"Apr 10, 2021"
629,Maverick Spring Invite,"Apr 3, 2021"
630,Maverick Classic,"May 7, 2021"
631,Tribute Twilight #2020 @ UW-La Crosse,"Apr 2, 2021"
632,Spartan Invitational,"Apr 9, 2021"
633,St. Thomas vrs. Gustavus Dual Meet,"Feb 26, 2021"
634,SDSU Indoor Classic,"Feb 14, 2020"
635,Ted Nelson Classic,"Feb 8, 2020"
636,Minnesota State Invitational,"Jan 19, 2020"
637,Maverick Invitational,"Feb 21, 2020"
638,Chuck Petersen Open,"Dec 7, 2019"
639,MSU Twilight,"May 4, 2019"
640,Mustang Open,"Apr 13, 2019"
641,2019 California Collegiate Open,"Mar 30, 2019"
642,Central College Dutch Invitational,"Apr 5, 2019"
643,Maverick Invite,"Feb 15, 2019"
644,Chuck Petersen Open & Multi,"Dec 8, 2018"
645,MSU Twilight,"May 4, 2018"
646,MSU Spring Winter Invitational,"Apr 11, 2018"
647,2018 Drury Hotels Joey Haines Invite,"Mar 30, 2018"
648,Dingels Brueggen Open,"Mar 29, 2018"
649,Mt. SAC Relays,"Apr 19, 2018"
650,Maverick Invite,"Feb 16, 2018"
651,Chuck Petersen Open & Multi,"Dec 1, 2017"
652,Ted Nelson Classic,"Feb 3, 2018"
653,Lee Krough Invitational,"Apr 15, 2017"
654,Minnesota State Twilight,"May 3, 2017"
655,PLNU Invitational Meet,"Mar 25, 2017"
656,MSU Twilight,"May 4, 2016"
657,Drake Alternative,"Apr 30, 2016"
658,Lee Krough Invitational,"Apr 11, 2015"
659,MSU Twilight,"Apr 29, 2015"
660,2015 PLNU Collegiate Invitational,"Mar 28, 2015"
661,Wartburg Outdoor Select,"Apr 2, 2015"
662,MSU-Ted Nelson Invitational,"Feb 7, 2015"
663,Duke Invitational,"Apr 6, 2023"
664,USATF Indoor Championships,"Feb 16, 2023"
665,14th Annual PLNU Track and Field Invitational,"Mar 26, 2022"
666,Minnesota State University - Birdman Open,"Feb 17, 2017"
667,Luther Invitational,"Feb 8, 2025"
668,Vanessa Seljeskog Classic,"Jan 25, 2025"
669,CSB/SJU vs St. Olaf Dual,"Jan 31, 2025"
670,Luther Invitational,"Feb 3, 2024"
671,Dutch Invitational 2023,"Apr 7, 2023"
672,2022 Willie Williams Classic/Dave Murray Distance Classic,"Mar 18, 2022"
673,Macalester Invitational,"Feb 4, 2022"
674,University of St. Thomas vrs. Hamline Dual Meet,"Feb 19, 2021"
675,CSB/SJU Tri Meet #1,"Feb 7, 2021"
676,CSB/SJU Alumni Indoor Meet,"Jan 25, 2020"
677,CSB-SJU Outdoor,"Mar 31, 2019"
678,2019 Willie Williams Classic College,"Mar 15, 2019"
679,Pointer Final Qualifier,"Mar 2, 2019"
680,2018 Willie Williams Classic - College/Open,"Mar 16, 2018"
681,Hamster Invitational,"Feb 2, 2018"
682,Augustana Midwest Twilight Final Qualifier,"May 18, 2017"
683,Falcon Winter Classic,"Jan 28, 2017"
684,Hamster Invitational,"Feb 3, 2017"
685,2016 Ross and Sharon Irwin Collegiate Scoring Meet,"Mar 19, 2016"
686,Hamster Invitational,"Feb 5, 2016"
687,NCC Gregory Final Qualifier,"May 14, 2015"
688,Northwest Open,"Jan 10, 2015"
689,Carthage Firebird Finale,"Mar 4, 2022"
690,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021"
691,Lady Bear Twilight,"Apr 19, 2019"
692,Minnesota Open,"Jan 17, 2015"
693,Georgia Tech Invitational,"Apr 18, 2025"
694,Wartburg Outdoor Select,"Apr 4, 2025"
695,2025 Oregon Preview,"Mar 21, 2025"
696,Wartburg Outdoor Select,"Apr 5, 2024"
697,Minnesota State Open,"Apr 12, 2024"
698,2024 Bryan Clay Invitational,"Apr 11, 2024"
699,UW-Platteville Invitational,"Apr 12, 2024"
700,Norse Invite,"Apr 15, 2023"
701,Wartburg Outdoor Select,"Apr 1, 2023"
702,ASU Red Wolf Open,"Apr 21, 2023"
703,CSB / SJU Triangular,"Jan 29, 2022"
704,UW-River Falls Winter Classic,"Feb 1, 2020"
705,CSB-SJU Alumni,"Jan 26, 2019"
706,2018 Dick Young Invite,"Apr 21, 2018"
707,CSB/SJU Alumni,"Jan 27, 2018"
708,CSB-SJU Alumni + Macalester,"Jan 28, 2017"
709,CSB-SJU Alumni Tris,"Feb 13, 2016"
710,SMU Cardinal Invitational - College Entries,"Apr 12, 2025"
711,SLU Speed & Power Festival,"Mar 28, 2025"
712,SLU Billiken Invite,"Mar 29, 2025"
713,WashU Distance Carnival '25,"Mar 27, 2025"
714,UWRF Winter Classic,"Feb 8, 2025"
715,Pat Healy Classic,"Jan 25, 2025"
716,UW-Platteville Final Qualifying Meet,"Mar 7, 2025"
717,Mississippi River Rumble,"Apr 6, 2024"
718,Wash U Invite,"Mar 29, 2024"
719,SMU Cardinal Invitational,"Apr 13, 2024"
720,Wash U Distance Carnival,"Mar 29, 2024"
721,UW-La Crosse - Pat Healy Classic,"Jan 20, 2024"
722,UW-Platteville Invitational,"Feb 10, 2024"
723,Good Friday Open,"Apr 7, 2023"
724,Wash U Invite,"Mar 31, 2023"
725,Wash U Distance Carnival Friday Night,"Mar 31, 2023"
726,Grand View Viking Classic,"Apr 28, 2023"
727,Pat Healy Classic,"Jan 21, 2023"
728,Dick Hendricks Invite,"Feb 11, 2023"
729,Luther Invitational,"Feb 4, 2023"
730,Ripon Final Qualifier & Multi,"Mar 3, 2023"
731,Minnesota State Massive Meet #2,"Feb 11, 2023"
732,Ashton May Invitational,"Apr 9, 2022"
733,Wash U Invite,"Apr 2, 2022"
734,Rittgers Invitational,"Apr 15, 2022"
735,Twin Ports Invite,"Jan 22, 2022"
736,UWRF Winter Classic,"Feb 5, 2022"
737,UW-Platteville Final Qualifying Meet,"Mar 4, 2022"
738,St. Mary's (Minn.) Masked Mayhem,"Mar 27, 2021"
739,Luther Invitational,"Feb 8, 2020"
740,The Saint Mary's Early Birdinal Invite,"Jan 18, 2020"
741,Warren Bowlus,"Jan 31, 2020"
742,Ashton May Invitational,"Apr 6, 2019"
743,Saint Mary's Open,"Apr 25, 2019"
744,Luther Alumni Meet,"Feb 2, 2019"
745,Early Birdinal,"Jan 12, 2019"
746,Stout Open,"Jan 19, 2019"
747,Yellowjacket Open,"Feb 9, 2019"
748,2018 Point Loma Invitational,"Mar 24, 2018"
749,Spring Sprung Sprang Invite,"Apr 12, 2018"
750,Saint Mary's Early Birdinal,"Jan 13, 2018"
751,Luther Alumni Meet,"Feb 3, 2018"
752,Stout Open,"Jan 20, 2018"
753,UW Oshkosh Titan Challenge,"Feb 17, 2018"
754,Big Dawg Invitational,"Feb 17, 2018"
755,St. Mary's Dingels Brueggen Open,"Apr 1, 2017"
756,St. Olaf Meet of the Saints,"May 6, 2017"
757,Luther Alumni Meet,"Feb 4, 2017"
758,Saint Mary’s Early Birdinal,"Jan 14, 2017"
759,Yellowjacket Open,"Feb 11, 2017"
760,Big Dog Invitational,"Feb 18, 2017"
761,UW-Stout Open,"Jan 21, 2017"
762,Warrior Challenge,"May 7, 2016"
763,St. Mary's Dingels Brueggen Open,"Apr 3, 2016"
764,NCC Gregory Final Qualifier Track & Field Meet - 2016,"May 18, 2016"
765,Saint Mary's Early Birdinal,"Jan 16, 2016"
766,Luther Alumni Meet,"Feb 6, 2016"
767,Stout Open,"Jan 23, 2016"
768,St. Mary's Open,"Apr 25, 2015"
769,St. Mary's Early Birdinal,"Jan 17, 2015"
770,Yellowjacket Open,"Feb 14, 2015"
771,Stout Open,"Jan 24, 2015"
772,UW-Platteville Final Qualifying Meet,"Mar 3, 2023"
773,Wash U Distance Carnival,"Apr 1, 2022"
774,2022 94th Clyde Littlefield Texas Relays,"Mar 23, 2022"
775,Yellowjacket Open,"Feb 10, 2018"
776,Warrior Open,"May 5, 2017"
777,2025 TLU D3 Challenge,"Mar 21, 2025"
778,CSB/SJU Alumni Meet,"Jan 25, 2025"
779,Stanford Invitational,"Mar 29, 2024"
780,CSB/SJU Alumni Meet,"Jan 27, 2024"
781,Boston University Sharon Colyear-Danville Season Opener,"Dec 2, 2023"
782,63rd Annual Mt. SAC Relays,"Apr 12, 2023"
783,Mondo College Invitational,"Jan 14, 2023"
784,CSB/SJU Alumni Meet,"Jan 28, 2023"
785,Trinity Open,"Mar 2, 2019"
786,St. Olaf Women's Invitational,"Feb 15, 2019"
787,Chelsey M. Henkenius Open,"Jan 19, 2019"
788,St. Olaf Women's Invite,"Feb 16, 2018"
789,Leonard Hilton Invitational,"Jan 12, 2018"
790,St. Olaf Manitou Classic,"Apr 21, 2017"
791,Pointer Alumni Open,"Jan 14, 2017"
792,Trinity Tri-Meet,"Mar 23, 2016"
793,St. Olaf Manitou Classic,"Apr 22, 2016"
794,Lake Superior Challenge,"Feb 7, 2015"
795,Wake Forest Invitational,"Jan 10, 2015"
796,Montana Open,"Apr 25, 2025"
797,Warren Bowlus Open & Multi,"Jan 26, 2024"
798,CSS Opener 2023,"Dec 9, 2023"
799,Warren Bowlus Multi & Open,"Jan 27, 2023"
800,Warren Bowlus Multi & Open,"Jan 28, 2022"
801,The CSS Opener,"Dec 11, 2021"
802,The Opener,"Dec 7, 2019"
803,Cornell College Invitational,"Apr 6, 2019"
804,The Opener,"Dec 8, 2018"
805,Ranger Relays,"Jan 18, 2019"
806,Lewis Invitational,"Jan 11, 2019"
807,Westmont Classic with Jim Klein Multis,"Mar 22, 2018"
808,Falcon Winter Classic,"Jan 27, 2018"
809,The Opener,"Dec 9, 2017"
810,Minnesota State Open,"Apr 12, 2025"
811,UW-Oshkosh Invite & Multi,"Apr 11, 2025"
812,UW-Platteville Invitational,"Apr 14, 2023"
813,UTA Invitational,"Mar 9, 2023"
814,Bryan Clay Invitational,"Apr 13, 2022"
815,Bryan Clay Invitational,"Apr 17, 2019"
816,Meet of Saints,"May 5, 2018"
817,UST Invite,"Jan 19, 2018"
818,"51st Annual Hillsdale ""GINA"" Relays","Apr 27, 2017"
819,Meet of Saints,"May 7, 2016"
820,Meet of Saints,"May 2, 2015"
821,Dick & Mary Johnson Invite,"Apr 26, 2025"
822,Amherst Spring Fling,"Apr 5, 2025"
823,Midwest ELITE Invitational,"Feb 14, 2025"
824,Bob Kahn Invitational,"Mar 29, 2024"
825,Chuck Peterson Open,"Dec 2, 2023"
826,Boston University David Hemery Valentine Invitational,"Feb 9, 2024"
827,Maverick Premier #2,"Feb 10, 2024"
828,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023"
829,Chuck Petersen Open,"Dec 3, 2022"
830,NSIC & Friends Indoor Challenge,"Feb 12, 2022"
831,Samford Open 2022,"Jan 22, 2022"
832,Dutch Holiday Preview 2019,"Dec 14, 2019"
833,2020 Frank Sevigne Husker Invitational,"Feb 7, 2020"
834,Jack Johnson Classic,"Jan 25, 2019"
835,Minnesota Open,"Jan 6, 2018"
836,UW-Platteville Invitational,"Apr 13, 2017"
837,Jack Johnson Classic,"Jan 27, 2017"
838,41st Annual Frank Sevigne Husker Invitational,"Feb 5, 2016"
839,UW-Platteville Invitational,"Apr 10, 2015"
840,Iowa State Classic,"Feb 13, 2015"
841,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
842,UMD Bulldog Open,"Apr 26, 2025"
843,Twin Ports Open,"Jan 18, 2025"
844,CSS Opener,"Dec 14, 2024"
845,Maday Classic,"Feb 15, 2025"
846,Wartburg Indoor Select Meet,"Jan 31, 2025"
847,Twin Ports Invite,"Jan 20, 2024"
848,Maday Classic,"Feb 10, 2024"
849,Lake Superior Challenge,"Feb 3, 2024"
850,Indoor Eagle Open,"Feb 16, 2024"
851,The CSS Opener,"Dec 10, 2022"
852,Lake Superior Challenge - College of St. Scholastica,"Feb 4, 2023"
853,Maday Classic,"Feb 11, 2023"
854,Twin Ports Invite,"Jan 21, 2023"
855,Maday Classic,"Feb 12, 2022"
856,Warhawk Invitational & Multi,"Apr 16, 2021"
857,UMAC Track and Field Outdoor Championships,"May 7, 2021"
858,Pioneer Open,"Mar 27, 2021"
859,UWL Eagle Open,"May 14, 2021"
860,Bulldog Invite,"Apr 29, 2021"
861,UMAC Men's Classic #2,"Feb 20, 2021"
862,UMAC Men's Indoor Track and Field Championship,"Mar 6, 2021"
863,2021 UMAC Men's Classic #1,"Feb 6, 2021"
864,Pointer Final Qualifier,"Mar 7, 2020"
865,UMAC Indoor Track and Field Championship,"Feb 27, 2020"
866,Lake Superior Challenge,"Feb 8, 2020"
867,Twin Ports Invite,"Jan 18, 2020"
868,YellowJacket Open,"Feb 15, 2020"
869,Cedarville University Yellow Jacket Collegiate Outdoor Open,"Mar 30, 2019"
870,UMD Bulldog Open,"Apr 27, 2019"
871,Eagle Open at UW-La Crosse,"May 10, 2019"
872,UMAC Track and Field Outdoor Championships,"May 3, 2019"
873,SNC Twilight,"Apr 18, 2019"
874,Dubuque Championships,"Dec 8, 2018"
875,UMAC Indoor Track and Field Championship,"Feb 22, 2019"
876,Lake Superior Challenge,"Feb 2, 2019"
877,Twin Ports Invite,"Jan 19, 2019"
878,UMD Bulldog Open,"Apr 28, 2018"
879,UMAC Track and Field Outdoor Championships,"May 4, 2018"
880,2018 Don Church Twilight,"Apr 21, 2018"
881,Lake Superior Challenge,"Feb 3, 2018"
882,UMAC Indoor Track and Field Championship,"Feb 23, 2018"
883,Twin Ports Invite,"Jan 20, 2018"
884,UMAC Track and Field Outdoor Championships,"May 5, 2017"
885,St. Norbert Twilight,"Apr 13, 2017"
886,UW La Crosse Eagle Open,"May 12, 2017"
887,UMAC Indoor Track & Field Championships,"Feb 24, 2017"
888,Lake Superior Challenge,"Feb 4, 2017"
889,Twin Ports Invite,"Jan 21, 2017"
890,Super 8 Open,"Jan 14, 2017"
891,UMAC Outdoor Track & Field Championships,"May 6, 2016"
892,UW-La Crosse Eagle Open,"May 13, 2016"
893,UMAC Indoor Track and Field Championships,"Feb 26, 2016"
894,Beaver Twilight,"Feb 19, 2016"
895,Yellowjacket Open,"Feb 13, 2016"
896,Lake Superior Challenge,"Feb 6, 2016"
897,Twin Ports Invite,"Jan 23, 2016"
898,Minnesota Open,"Jan 16, 2016"
899,Point Final Qualifier,"Mar 5, 2016"
900,UMAC Track and Field Outdoor Championships,"May 1, 2015"
901,UW - La Crosse Eagle Open,"May 8, 2015"
902,Northern Challenge,"Jan 31, 2015"
903,The Opener,"Dec 5, 2014"
904,UMAC Indoor Track and Field Championship,"Feb 27, 2015"
905,Super 8 Open and Multi,"Jan 16, 2015"
906,SDSU Indoor Classic,"Feb 13, 2015"
907,Pointer Qualifier,"Mar 7, 2015"
908,2021 UMAC Women's Classic #1,"Jan 30, 2021"
909,UMAC Women's Indoor Track and Field Championship,"Feb 27, 2021"
910,UMAC Women's Classic #2,"Feb 13, 2021"
911,2015 Kip Janvrin Open,"Apr 23, 2015"
