0,Outdoor 2025,1
1,Indoor 2025,0
2,Outdoor 2024,1
3,Indoor 2024,0
4,Outdoor 2023,1
5,Indoor 2023,0
6,Outdoor 2022,1
7,Indoor 2022,0
8,Outdoor 2021,1
9,Indoor 2021,0
10,Indoor 2020,0
11,Outdoor 2019,1
12,Indoor 2019,0
13,Outdoor 2018,1
14,Indoor 2018,0
