501,57.3,NULL,"Feb10,2024"
502,57.51,NULL,"Feb3,2024"
503,57.55,NULL,"Feb16,2024"
504,57.99,NULL,"Jan26,2024"
505,59.2,NULL,"Feb3,2024"
506,60.25,NULL,"Feb16,2024"
507,61.75,NULL,"Jan26,2024"
508,64.09,NULL,"Feb22,2024"
509,83.82,NULL,"Feb22,2024"
510,85.19,NULL,"Jan20,2024"
511,90.67,NULL,"Feb16,2024"
512,90.71,NULL,"Feb16,2024"
513,93.24,NULL,"Feb16,2024"
514,117.4,NULL,"Mar1,2024"
515,117.53,NULL,"Feb3,2024"
516,118.88,NULL,"Feb22,2024"
517,119.34,NULL,"Feb16,2024"
518,122.05,NULL,"Feb10,2024"
519,123.29,NULL,"Feb10,2024"
520,123.35,NULL,"Feb3,2024"
521,123.43,NULL,"Feb16,2024"
522,123.63,NULL,"Feb16,2024"
523,124.06,NULL,"Feb3,2024"
524,124.25,NULL,"Feb22,2024"
525,125.2,NULL,"Jan20,2024"
526,125.32,NULL,"Jan26,2024"
527,128.69,NULL,"Jan20,2024"
528,130.19,NULL,"Jan12,2024"
529,136.61,NULL,"Feb16,2024"
530,139.0,NULL,"Feb3,2024"
531,140.36,NULL,"Jan12,2024"
532,154.71,NULL,"Feb10,2024"
533,156.28,NULL,"Feb10,2024"
534,157.34,NULL,"Jan26,2024"
535,165.83,NULL,"Jan20,2024"
536,166.18,NULL,"Jan26,2024"
537,168.18,NULL,"Feb10,2024"
538,168.99,NULL,"Jan26,2024"
539,172.06,NULL,"Jan26,2024"
540,255.2,NULL,"Feb16,2024"
541,257.3,NULL,"Jan12,2024"
542,261.44,NULL,"Jan20,2024"
543,261.75,NULL,"Feb10,2024"
544,281.8,NULL,"Feb3,2024"
545,284.7,NULL,"Feb3,2024"
546,286.37,NULL,"Feb10,2024"
547,287.3,NULL,"Jan12,2024"
548,287.97,NULL,"Feb16,2024"
549,290.07,NULL,"Jan20,2024"
550,291.94,NULL,"Jan20,2024"
551,293.91,NULL,"Jan12,2024"
552,504.31,NULL,"Feb16,2024"
553,505.35,NULL,"Mar1,2024"
554,520.0,NULL,"Jan20,2024"
555,523.46,NULL,"Feb22,2024"
556,598.35,NULL,"Jan20,2024"
557,600.23,NULL,"Feb16,2024"
558,877.67,NULL,"Feb22,2024"
559,878.95,NULL,"Jan26,2024"
560,1026.52,NULL,"Jan26,2024"
561,1054.43,NULL,"Feb22,2024"
562,212.26,NULL,"Feb10,2024"
563,221.07,NULL,"Jan20,2024"
564,221.52,NULL,"Feb22,2024"
565,666.19,NULL,"Feb22,2024"
566,6.4,NULL,"Feb16,2024"
567,6.4,NULL,"Feb22,2024"
568,6.34,NULL,"Feb16,2024"
569,6.28,NULL,"Feb22,2024"
570,6.24,NULL,"Feb22,2024"
571,6.22,NULL,"Feb3,2024"
572,6.19,NULL,"Feb22,2024"
573,6.15,NULL,"Feb10,2024"
574,6.15,NULL,"Feb16,2024"
575,6.14,NULL,"Feb16,2024"
576,6.12,NULL,"Feb3,2024"
577,6.08,NULL,"Feb16,2024"
578,6.07,NULL,"Feb3,2024"
579,6.07,NULL,"Feb16,2024"
580,6.05,NULL,"Feb10,2024"
581,5.93,NULL,"Feb10,2024"
582,5.86,NULL,"Feb3,2024"
583,5.85,NULL,"Feb10,2024"
584,5.84,NULL,"Feb3,2024"
585,5.77,NULL,"Feb3,2024"
586,5.45,NULL,"Feb3,2024"
587,5.33,NULL,"Feb10,2024"
588,5.19,NULL,"Feb3,2024"
589,5.11,NULL,"Jan20,2024"
590,5.1,NULL,"Feb10,2024"
591,5.06,NULL,"Feb10,2024"
592,5.01,NULL,"Jan26,2024"
593,4.99,NULL,"Feb16,2024"
594,4.88,NULL,"Jan20,2024"
595,4.84,NULL,"Feb10,2024"
596,4.81,NULL,"Jan26,2024"
597,4.8,NULL,"Feb10,2024"
598,4.74,NULL,"Feb16,2024"
599,13.19,NULL,"Feb22,2024"
600,12.94,NULL,"Feb16,2024"
601,12.79,NULL,"Feb16,2024"
602,12.77,NULL,"Feb22,2024"
603,12.7,NULL,"Feb22,2024"
604,12.58,NULL,"Feb16,2024"
605,12.58,NULL,"Feb22,2024"
606,12.37,NULL,"Feb16,2024"
607,12.15,NULL,"Feb16,2024"
608,12.1,NULL,"Feb10,2024"
609,12.08,NULL,"Feb22,2024"
610,12.02,NULL,"Feb10,2024"
611,12.0,NULL,"Feb10,2024"
612,11.82,NULL,"Feb10,2024"
613,10.88,NULL,"Feb10,2024"
